SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,Investorname,InvestmentnType,AmountinUSD,Remarks,State
2335,14-10-2015,Zappfresh,Raw Meat & Ready to eat food etailer,nan,Gurgaon,Undisclosed Investors,Seed Funding,77000,,Haryana
2336,14-10-2015,GymTrekker,Gym Discovery platform,nan,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,N/A,,Maharashtra
2337,15-10-2015,Bounty App,Online Purchase rewards app,nan,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,N/A,,Karnataka
2338,16-10-2015,Homers.in,Home rental platform,nan,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,N/A,,Haryana
2339,16-10-2015,mShipper,Crowdsourced Delivery platform,nan,New Delhi,Vijai Laxmi,Seed Funding,N/A,,Delhi
2340,16-10-2015,BolRealty,Real Estate Insights platform,nan,New Delhi,Manpreet Singh,Seed Funding,N/A,,Delhi
2341,17-10-2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,nan,Mumbai,Parampara Capital,Private Equity Round,1000000,Series A,Maharashtra
2342,19-10-2015,LetsVenture,Startup Funding Marketplace,nan,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity Round,N/A,Series A,Karnataka
2343,19-10-2015,Citrus Payment,Payments Solution platform,nan,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity Round,25000000,Series C,Maharashtra
2344,19-10-2015,Holidify,Travel Destination Discovery platform,nan,New Delhi,Aarti Group,Seed Funding,100000,,Delhi
2345,20-10-2015,PrimaSeller,Order Fulfillment SAAS platform,nan,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,N/A,,Karnataka
2346,20-10-2015,Opinio,Last Mile Delivery Service,nan,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity Round,7000000,Series A,Karnataka
2347,20-10-2015,Attune Technologies,Healthcare IT Solutions & services,nan,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity Round,10000000,Series B,Tamil Nadu
2348,20-10-2015,iChef.in,Gourmet Meals Delivery,nan,Mumbai,Springboard Ventures,Private Equity Round,N/A,,Maharashtra
2349,21-10-2015,Jiyo Natural,Healthy Meals Food delivery platform,nan,Bangalore,Indian Angel Network,Seed Funding,N/A,,Karnataka
2350,21-10-2015,AgentDesks,Real Estate Mobile CRM,nan,New Delhi,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,,Delhi
2351,21-10-2015,White Owl Brewery,Micro-Brewery,nan,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity Round,1530000,Series A,Maharashtra
2352,21-10-2015,MealHopper,Home Made Food Marketplace,nan,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,,Haryana
2353,21-10-2015,Zenify.in,residential rental management platform,nan,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,,Karnataka
2354,21-10-2015,Stockal,Personalized Stock Intelligence Platform,nan,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,N/A,,Karnataka
2355,23-10-2015,Medd,Personal Diagnostic Mobile App,nan,Mumbai,Group of Angel investors,Seed Funding,150000,Bridge Round,Maharashtra
2356,23-10-2015,Leaping Caravan,Online food ordering & Delivery service,nan,Gurgaon,Group of Angel investors,Seed Funding,150000,,Haryana
2357,23-10-2015,Frsh,Online food ordering & Delivery service,nan,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity Round,1000000,Bridge Round,Haryana
2358,23-10-2015,Qik Stay,Hotel Aggregator & booking platform,nan,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,,Delhi
2359,26-10-2015,Parcelled,Online Logistics Platform,nan,Bangalore,Delhivery,Private Equity Round,5000000,,Karnataka
2360,26-10-2015,AlmaMapper,Online Student & Campus Social Networking platform,nan,Ahemadabad,Oswal Techno Ventures LLP,Seed Funding,400000,,Gujarat
2361,26-10-2015,Flexing It,Professionals & Project Search Marketplace,nan,New Delhi,undisclosed private investors,Seed Funding,500000,,Delhi
2362,26-10-2015,Netmeds.com,Online Pharmacy,nan,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity Round,50000000,Series A,Tamil Nadu
2363,26-10-2015,Razorpay,Online Payment Gateway,nan,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity Round,9000000,Series A,Rajasthan
2364,27-10-2015,Jombay,Psychometric Test Online Software,nan,Pune,Ventureworks India,Private Equity Round,N/A,,Maharashtra
2365,27-10-2015,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,nan,Mumbai,Unnamed investor,Seed Funding,77000,,Maharashtra
2366,27-10-2015,Care24,Professional Health Services Platform,nan,Mumbai,India Quotient,Seed Funding,350000,,Maharashtra
2367,27-10-2015,Roadrunnr,Hyperlocal Logistics Service,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity Round,10000000,Series B,Karnataka
2368,27-10-2015,Simpli5d,Online user engagement platform,nan,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity Round,N/A,Bridge Funding,Haryana
2369,28-10-2015,ORIGA Leasing,Asset Financing platform,nan,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000,,Maharashtra
2370,28-10-2015,Smartivity.in,Virtual Reality activity based learning platform,nan,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000,,Delhi
2371,28-10-2015,UrDoorStep,Online Grocery Store,nan,Bangalore,Jupiter Capital,Private Equity Round,N/A,Series A,Karnataka
2372,29-10-2015,Tavaga,Investment management platform,nan,Mumbai,Tracxn Syndicate,Seed Funding,N/A,,Maharashtra
2373,29-10-2015,Moglix,Industrial Toons Marketplace,nan,Noida,"Accel Partner, Jungle Ventures",Private Equity Round,N/A,pre-Series A,Uttar Pradesh
2374,29-10-2015,ZopHop,Public Commute helper App,nan,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000,,Maharashtra
2375,30-10-2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,nan,Bangalore,Unilazer Ventures,Seed Funding,N/A,,Karnataka
2376,30-10-2015,Instavans,Truck Aggregator & Logistics service,nan,Bangalore,Suresh Vaswani,Seed Funding,N/A,,Karnataka
2377,30-10-2015,LiftO,Ridesharing Mobile app,nan,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000,,Maharashtra
2378,30-10-2015,TinyOwl,Food Discovery & Delivery Mobile app,nan,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity Round,7500000,Series B,Maharashtra
2379,30-10-2015,Toppr.com,Competitive exam learning platform,nan,Mumbai,InnoVen Capital,Private Equity Round,2000000,Series C,Maharashtra
2380,30-10-2015,Kleeto,Document Digitization platform,nan,Gurgaon,GREX,Seed Funding,230000,pre-Series A,Haryana
2381,30-10-2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,nan,Mumbai,Puneet Bhatia & others,Seed Funding,80000,,Maharashtra
2382,31-10-2015,Jugnoo,Autorickshaw Aggregator & Booking platform,nan,Chandigarh,Paytm,Private Equity Round,10000000,Series B,Punjab
2383,01-09-2015,TOFlo,FinTech Startup Incubation platform,nan,Mumbai,Tania Johny Palathinkal,Seed Funding,100000,,Maharashtra
2384,01-09-2015,FXMartIndia,Payment Services platform,nan,Chandigarh,Flipkart,Private Equity Round,N/A,Strategic Investment (Majority Stake),Punjab
2385,01-09-2015,Stylecracker,Personalized Styling platform,nan,Mumbai,Group of HNI investors,Private Equity Round,1000000,Series A,Maharashtra
2386,01-09-2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,nan,Gurgaon,Reliance Capital,Private Equity Round,900000,Series A,Haryana
2387,02-09-2015,HolaChef,Food Delivery Platform,nan,Mumbai,Ratan Tata,Private Equity Round,N/A,Part of Series A raised in June 2015,Maharashtra
2388,02-09-2015,Zivame,Online Lingerie Marketplace,nan,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity Round,40000000,Series C,Karnataka
2389,02-09-2015,Capillary Tech,Cloud software solutions,nan,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity Round,45000000,Series D,Delhi
2390,03-09-2015,Jobspire,Job Search Platform,nan,Bangalore,Purvi Capital,Seed Funding,260000,,Karnataka
2391,03-09-2015,MeraDoctor,Doctor consultancy Mobile App,nan,Mumbai,India Quotient & other investors,Seed Funding,N/A,,Maharashtra
2392,03-09-2015,Vistaar Finance,Small Business Financing (NBFC),nan,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity Round,40000000,,Karnataka
2393,03-09-2015,HiJinny,Beauty & Wellness Services Marketplace,nan,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,N/A,,Maharashtra
2394,04-09-2015,Clapsnslaps,Online Movie Review Platform,nan,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000,,Maharashtra
2395,04-09-2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,nan,Mumbai,Ashish Jhalani,Seed Funding,100000,,Maharashtra
2396,04-09-2015,RoomCentral,Cloud-based Hotel Booking Platform,nan,Bangalore,Karanpal Singh,Seed Funding,2000000,,Karnataka
2397,07-09-2015,YouthKiAwaaz,Community Driven News/Views Platform,nan,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000,,Delhi
2398,07-09-2015,Prozo,Study Material Marketplace,nan,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000,,Delhi
2399,07-09-2015,Zomato,Restaurant Ratings & Reviews platform,nan,Gurgaon,"Temasek, Vy Capital",Private Equity Round,60000000,Late Stage,Haryana
2400,07-09-2015,Sahayog Dairy,Dairy Based Product Manufacturer,nan,Bhopal,Acumen Fund,Private Equity Round,1800000,Series A,Madhya Pradesh
2401,08-09-2015,MockBank,Government Test Preparation platform,nan,Bangalore,Blume Ventures,Seed Funding,400000,,Karnataka
2402,08-09-2015,ReportBee,Smart Report Cards for Schools,nan,Chennai,India Educational Investment Fund,Seed Funding,N/A,,Tamil Nadu
2403,08-09-2015,GuruG Learning,Teacher empowerment platform,nan,Bangalore,India Educational Investment Fund,Seed Funding,N/A,,Karnataka
2404,10-09-2015,OnlineTyari,Multilingual Test Preparation Platform,nan,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity Round,770000,Series A,Haryana
2405,10-09-2015,IndustryBuying,Industrial Tools Marketplace,nan,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity Round,9200000,Series B,Delhi
2406,10-09-2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,nan,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000,,Karnataka
2407,11-09-2015,FitMeIn,Gym & Fitness Studios Subscription platform,nan,New Delhi,Green House Ventures,Seed Funding,100000,,Delhi
2408,11-09-2015,Envoged,pre-used luxury item Marketplace,nan,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,N/A,,Maharashtra
2409,11-09-2015,Zapyle,pre-used apparel shopping mobile app,nan,Bangalore,N/A,Seed Funding,1000000,,Karnataka
2410,11-09-2015,Renomania,Home Design & D\\xc3\\xa9cor platform,nan,New Delhi,Subodh Gupta,Seed Funding,N/A,,Delhi
2411,12-09-2015,CredR,Used Vehicles Marketplace,nan,Mumbai,Eight Road Ventures,Private Equity Round,15000000,Series A,Maharashtra
2412,12-09-2015,YatraGenie,Online Bus & Cab ticketing platform,nan,Hyderabad,Ash Bhardwaj,Private Equity Round,N/A,Series A,Telangana
2413,14-09-2015,CanvasFlip,Mobile App testing platform,nan,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000,,Telangana
2414,14-09-2015,Shadowfax,Hyperlocal Delivery Services,nan,Gurgaon,Eight Roads Ventures,Private Equity Round,9000000,Series A,Haryana
2415,14-09-2015,UE Life Sciences,Early Cancer Detection Solutions,nan,Mumbai,"Aarin Capital, Unitus Seed Fund",Private Equity Round,3000000,Series A,Maharashtra
2416,14-09-2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity Round,225000000,Late Stage,Karnataka
2417,15-09-2015,Coverfox,Online Insurance Distribution Platform,nan,Mumbai,Cataraman Ventures,Private Equity Round,2000000,Part of $12M Series B funding,Maharashtra
2418,15-09-2015,MoEngage,Mobile Marketing Automation Platform,nan,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity Round,4250000,Series A,Karnataka
2419,15-09-2015,Mubble,Prepaid Mobile Bill Manager App,nan,Bangalore,Nandan Nilekani,Seed Funding,N/A,,Karnataka
2420,15-09-2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,nan,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000,,Maharashtra
2421,15-09-2015,Room on Call,Branded Budget Hotel Marketplace,nan,Noida,Payal Syal,Seed Funding,300000,,Uttar Pradesh
2422,15-09-2015,FYNE,Home Fitting & Fixtures Marketplace,nan,Bangalore,Sandeep Dama & Others,Seed Funding,N/A,Pre-Series A,Karnataka
2423,16-09-2015,ChaiPoint,Food Subscription platform,nan,Bangalore,Eight Roads Ventures,Private Equity Round,10000000,Series A,Karnataka
2424,16-09-2015,WedmeGood.com,Wedding Planning Platform,nan,Gurgaon,Indian Angel Network,Seed Funding,410000,,Haryana
2425,16-09-2015,XSTOK,B2B Mobile Auction Marketplace,nan,Mumbai,Oliphans Capital,Seed Funding,450000,,Maharashtra
2426,17-09-2015,UniLog,ECommerce Data Analytics Platform,nan,Bangalore,Kalaari Capital,Private Equity Round,N/A,,Karnataka
2427,17-09-2015,Paintcollar,Designer Merchandize Marketplace,nan,Mumbai,Applyifi,Seed Funding,N/A,Bridge Funding,Maharashtra
2428,17-09-2015,YepMe,Private label Fashion eTailer,nan,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity Round,75000000,Series D,Haryana
2429,17-09-2015,Bueno,Online Food ordering & delivery,nan,Gurgaon,High Networth Individuals (No details),Seed Funding,600000,,Haryana
2430,18-09-2015,Plabro,Real Estate Broker Platform App,nan,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000,,Delhi
2431,18-09-2015,CureJoy,Online Health & Wellness platform,nan,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity Round,1150000,Pre-Series A,Karnataka
2432,18-09-2015,Briston Technomach,Internet of Things platform,nan,New Delhi,Undisclosed Investors,Seed Funding,150000,,Delhi
2433,18-09-2015,LabStreet,Diagnostic Labs aggregator platform,nan,Gurgaon,Multiple investors,Seed Funding,150000,,Haryana
2434,19-09-2015,DailyNinja,Hyperlocal Delivery Platform,nan,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,N/A,,Karnataka
2435,21-09-2015,Portea Medical,Home Medical Care Services,nan,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity Round,37500000,,Karnataka
2436,21-09-2015,Neotrade Analytics,Real-Time stock data platform,nan,Bangalore,Rainmatter,Seed Funding,235000,,Karnataka
2437,21-09-2015,DishCo,Food discovery & table booking app,nan,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,N/A,,Maharashtra
2438,21-09-2015,LafaLafa,coupons and cashback aggregator app,nan,Mumbai,500 Startups,Seed Funding,125000,thru Accelerator,Maharashtra
2439,21-09-2015,ConnectAbank,Financial Products lead generation platform,nan,Mumbai,Prakhar Bumb,Seed Funding,N/A,,Maharashtra
2440,22-09-2015,VillFarm,Sustainable Agri-inputs Firm,nan,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,N/A,,Karnataka
2441,22-09-2015,Bestdealfinance,Financial Services Portal,nan,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity Round,3000000,Series A,Maharashtra
2442,22-09-2015,GameXS.in,Pre-owned games Marketplace,nan,New Delhi,Lead Angels,Seed Funding,N/A,,Delhi
2443,22-09-2015,The Man Company,Content-based Subscription eCommerce platform,nan,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,N/A,,Delhi
2444,22-09-2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",nan,Bangalore,Swarnim Multiventures,Private Equity Round,800000,Pre-Series A,Karnataka
2445,22-09-2015,Furdo,Online Interior Designing platform,nan,Bangalore,Bhavdeep Reddy,Seed Funding,400000,,Karnataka
2446,22-09-2015,LogiNext,End-to-end Logistics platform,nan,Mumbai,Paytm,Private Equity Round,10000000,Series A,Maharashtra
2447,22-09-2015,Korra,Private Label Apparel sales,nan,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000,,Delhi
2448,23-09-2015,Credihealth,Healthcare Consulting platform,nan,Gurgaon,Rajat Malhotra,Seed Funding,N/A,,Haryana
2449,23-09-2015,Amigobulls,Stock Market Portal,nan,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,N/A,,Karnataka
2450,23-09-2015,SilverPush,Cross-device retargeting platform,nan,Gurgaon,M&S Partners,Private Equity Round,1200000,Series A,Haryana
2451,23-09-2015,Juggernaut,Digital & Physical Publishing platform,nan,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity Round,2250000,Series A,Delhi
2452,23-09-2015,InnerChef,Food Delivery Platform,nan,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity Round,1750000,pre-Series A,Delhi
2453,24-09-2015,Quintype,Data Driven Publishing platform,nan,Bangalore,Raghav Bahl,Private Equity Round,3300000,,Karnataka
2454,24-09-2015,Capabiliti,Employee OnBoarding & Orientation platform,nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000,,Uttar Pradesh
2455,24-09-2015,Fourth Partner Energy,Solar Power Solutions company,nan,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity Round,2000000,Series A,Telangana
2456,24-09-2015,Licious,Online Meat Ordering platform,nan,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000,,Karnataka
2457,25-09-2015,TravelKhana,online meal-booking platform for train travelers,nan,New Delhi,Astarc Ventures & Others,Seed Funding,N/A,Pre-Series A,Delhi
2458,28-09-2015,Quickli,hyperlocal delivery platform,nan,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,N/A,,Delhi
2459,28-09-2015,Ola Cabs,Cab Booking app platform,nan,Bangalore,Didi Kuaidi,Private Equity Round,30000000,late Stage (part of $500M funding rnd),Karnataka
2460,29-09-2015,Paytm,E-Commerce & M-Commerce platform,nan,New Delhi,"Alibaba Group, Ant Financial",Private Equity Round,680000000,Late Stage (Alibaba @ 40% equity),Delhi
2461,29-09-2015,Inmobi,Mobile Advertising platform,nan,Bangalore,Tennenbaum Capital Partners & Others,Private Equity Round,100000000,Late Stage,Karnataka
2462,29-09-2015,Peppertap,Hyperlocal Grocery Delivery,nan,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity Round,36000000,Series B,Haryana
2463,29-09-2015,Hugefly,Ecommerce Product recommendation platform,nan,Pune,Mayank Singhal and others,Seed Funding,N/A,,Maharashtra
2464,29-09-2015,Brigge,Activity Based Social Network,nan,Chennai,The Chennai Angels,Seed Funding,N/A,,Tamil Nadu
2465,29-09-2015,Zakoopi,Fashion Discovery platform,nan,New Delhi,Uniqorn Ventures,Seed Funding,350000,,Delhi
2466,29-09-2015,LoanCircle,Consumer lending marketplace,nan,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,N/A,,Karnataka
2467,30-09-2015,Infoworks,Big Data Management Platform,nan,Bangalore,"Nexus Venture Partners, Knoll Ventures and others",Private Equity Round,5000000,,Karnataka
2468,30-09-2015,RedDoorz,Budget Accommodation Platform,nan,Noida,Jungle Ventures,Seed Funding,1000000,,Uttar Pradesh
2469,30-09-2015,FirstTouch,Local Mobile OS,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,N/A,Super angel round,Haryana
2470,30-09-2015,Eywa Media,Digital Signal processing platform,nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000,,Karnataka
2474,01-08-2015,Snapdeal,Ecommerce Marketplace,nan,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity Round,500000000,Late Stage Round 7th (More details),Delhi
2475,01-08-2015,Ressy,Restaurant Discount app,nan,Pune,Mohandas Pai & others,Seed Funding,400000,,Maharashtra
2476,03-08-2015,Cuelearn,Tech-enabled learning,nan,New Delhi,Alok Mittal,Seed Funding,N/A,,Delhi
2477,03-08-2015,Connect India,ECommerce Logistics provider,nan,New Delhi,Aavishkaar,Private Equity Round,5000000,Series A,Delhi
2478,03-08-2015,The Home Salon,on-demand home beauty and wellness portal,nan,Mumbai,VentureNursery,Seed Funding,N/A,,Maharashtra
2479,03-08-2015,Jusride,Self Driven Car rental,nan,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,N/A,,Maharashtra
2480,03-08-2015,Oyorooms,Budget Hotel accommodation brand,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity Round,100000000,Series B,Delhi
2481,03-08-2015,Glowship,Energy & Environment Online Marketplace,nan,Bangalore,Infuse Ventures,Seed Funding,N/A,,Karnataka
2482,03-08-2015,Wizrocket,User Engagment & Analytics platform,nan,Mumbai,"Sequoia Capital, Accel Partners",Private Equity Round,9600000,Series B,Maharashtra
2483,04-08-2015,Pickingo,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity Round,1300000,Series A,Delhi
2484,05-08-2015,Grex,fund raising platform for startups,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000,,Maharashtra
2485,05-08-2015,LetsTransport,Logistics Tech Platform,nan,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,,Karnataka
2486,05-08-2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity Round,30000000,Series A,Delhi
2487,05-08-2015,Doormint,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity Round,3000000,Series A,Maharashtra
2488,05-08-2015,NightStay,hotel booking app,nan,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,,Uttar Pradesh
2489,05-08-2015,Zocalo,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,N/A,,Delhi
2490,05-08-2015,Sunday Realty Solutions,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,,Maharashtra
2491,06-08-2015,Klozee,Luxury Apparel rental,nan,Bangalore,Tracxn Labs,Seed Funding,N/A,,Karnataka
2492,06-08-2015,Appvigil,App security\\xc2\\xa0 testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,pre Series-A,Maharashtra
2493,06-08-2015,practo,Doctor Appointment booking app,nan,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity Round,90000000,Series C,Karnataka
2494,06-08-2015,LoudShout,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,N/A,,Delhi
2495,06-08-2015,Wetravelsolo,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,N/A,,Delhi
2496,06-08-2015,Ketto,Crowd funding platform,nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,,Maharashtra
2497,06-08-2015,Ezetap,Mobile based PoS solution,nan,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity Round,25000000,Series C,Karnataka
2498,06-08-2015,NDTV ecommerce venture,Car & Bike ecommerce platform,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity Round,N/A,Series A,Maharashtra
2499,07-08-2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Funding,630000,,Haryana
2500,07-08-2015,EasyRewardz,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity Round,500000,Pre-Series A,Maharashtra
2501,07-08-2015,GIBSS,Energy saving solutions provider,nan,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity Round,N/A,Series A,Maharashtra
2502,07-08-2015,StoreMore.in,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Funding,N/A,,Uttar Pradesh
2503,07-08-2015,iOrderFresh,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Funding,N/A,,Delhi
2504,10-08-2015,MyTaxiIndia,Taxi Rental platform,nan,Gurgaon,"Nihon Kotsu,",Private Equity Round,500000,Pre Series-A,Haryana
2505,10-08-2015,eSadar,ecommerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000,,Delhi
2506,10-08-2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi,"B M Gupta, Vinod Singhal",Seed Funding,N/A,,Delhi
2507,10-08-2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000,QPrize Contest Winners,Delhi
2508,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,nan,New Delhi,Sequoia Capital,Private Equity Round,16000000,Series A,Delhi
2509,10-08-2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,,Tamil Nadu
2510,10-08-2015,ToneTag,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity Round,1000000,Series A,Karnataka
2511,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity Round,30000000,Series B,Haryana
2512,11-08-2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity Round,8000000,Series A,Karnataka
2513,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,1600000,,West Bengal
2514,11-08-2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,100000,,Maharashtra
2515,11-08-2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity Round,20000000,Series A,Maharashtra
